https://www.sat.gob.mx/declaracion/23891/presenta-tu-declaracion-anual-de-personas-fisicas-para-el-ejercicio-2023 ,¿Qué hago si no reconozco a alguno(s) de los retenedores que me están precargando?,"Si no reconoces alguno(s) de los retenedores que se te precargaron, puedes eliminar el registro."
https://www.sat.gob.mx/declaracion/23891/presenta-tu-declaracion-anual-de-personas-fisicas-para-el-ejercicio-2023 ,"¿El resultado de mi declaración fue un impuesto a pagar, puedo solicitar pagarlo en parcialidades?","Sí, presentando tu declaración durante el mes de abril, tienes la facilidad de optar por pagar hasta en 6 parcialidades."
https://www.sat.gob.mx/declaracion/23891/presenta-tu-declaracion-anual-de-personas-fisicas-para-el-ejercicio-2023 ,¿En qué exploradores puedo presentar mi declaración?,"Edge, Firefox, Google o Safari.  Para mayor información consulta el documento Características Técnicas que se encuentra publicado en la sección “Contenidos Relacionados”."
https://www.sat.gob.mx/declaracion/23891/presenta-tu-declaracion-anual-de-personas-fisicas-para-el-ejercicio-2023 ,¿Cómo realizo el pago de mi declaración?,"Si en la presentación de tu declaración obtuviste saldo a cargo, el SAT te emitirá el Acuse de recibo de la declaración con la sección de línea de captura.Si optaste por cubrir el importe en una sola exhibición, el SAT te emitirá una sola línea de captura para el pago de la cantidad a cargo correspondiente.Si optaste por cubrir la cantidad a cargo en parcialidades, el SAT emitirá las líneas de captura y montos de cada parcialidad a cubrir. Cada documento indicará el número de parcialidad y la fecha de vigencia respectiva.Medios de pago:Pago directo desde el portal del SAT. - Al momento de la generación del Acuse, se presentan enpantalla los íconos de los bancos autorizados para la recepción de pagos de contribuciones. Si eres usuario de la banca electrónica de alguno de los bancos citados, puedes optar por seleccionar el ícono de tu banco, para que seas direccionado al portal bancario y los datos del pago sean trasladados a tu sesión, evitando con ello su captura.Pago en ventanilla bancaria. – Con la Línea de captura, podrás acudir a la institución bancaria autorizada de tu elección, para efectuar el pago directamente en la sucursal, para tal efecto, considera los horarios de atención.Pago por Internet. – A diferencia del Pago directo, este pago puede ser efectuado con posterioridad a la sesión en la que el SAT te expidió el Acuse de recibo, en el periodo de vigencia de la Línea de captura que se muestra en el Acuse. Para el efecto, requieres contar con el servicio de Banca electrónica de cualquier banco autorizado, en la opción “Pago referenciado SAT”.Documento obtenido.Al realizar tu pago, la Institución Bancaria autorizada te emitirá el documento “Recibo Bancario”, el cual debe contener los siguientes datos:Línea de capturaNúmero de operaciónFecha de pagoLlave de pagoImporte pagadoMedio de presentación (Internet o ventanilla bancaria)"
https://www.sat.gob.mx/declaracion/89755/simulador-de-la-declaracion-de-entero-de-retenciones-de-iva ,¿Qué necesito para presentar las declaraciones?,Para ingresar a la declaración debes contar con tu RFC y contraseña o en su caso la e.firma.
https://www.sat.gob.mx/declaracion/89755/simulador-de-la-declaracion-de-entero-de-retenciones-de-iva ,¿Qué explorador se recomienda utilizar para  presentar las declaraciones?,"Chrome, Firefox, Safari y Edge."
https://www.sat.gob.mx/declaracion/89755/simulador-de-la-declaracion-de-entero-de-retenciones-de-iva ,¿Quiénes deben presentar estas declaraciones?,Las personas físicas obligadas a retener el impuesto al valor agregado.
https://www.sat.gob.mx/declaracion/89755/simulador-de-la-declaracion-de-entero-de-retenciones-de-iva ,¿Qué obligaciones debo presentar a través de esta declaración?,A través de esta declaración deberás de enterar las retenciones de IVA que realices en el ejercicio 2024.
https://www.sat.gob.mx/declaracion/80205/simulador-de-la-declaracion-de-entero-de-retenciones-por-salarios-y-asimilados-a-salarios ,¿Cómo se enterarán las retenciones de ISR causadas por el ajuste anual en sueldos y salarios que el patrón realizó a sus trabajadores correspondientes al ejercicio 2023?,"La diferencia que resulta a cargo de los trabajadores como resultado del cálculo anual realizado por el patrón, deberás declararla y enterarla a más tardar el 28 de febrero del siguiente año de calendario de que se trate, a través del formulario “ISR retenciones por salarios” conforme a lo siguiente:1. Una vez realizada la autenticación, en el apartado “Configuración de la declaración” deberás especificar:Ejercicio: 2024Periodicidad: MensualPeriodo: FebreroTipo de declaración: Normal2. Dentro del apartado “Determinación”, en específico en el campo “ISR retenido por sueldos de acuerdo a los registros del contribuyente”, solo deberás capturar el monto correspondiente al ISR a cargo por el ajuste anual timbrado o que vayas a timbrar en los CFDI de nómina correspondientes al mes de febrero.3. Al presentar la declaración obtendrás el acuse con la línea de captura y deberás realizar el pago correspondiente en las instituciones de crédito autorizadas.Es importante destacar que, para el entero del ISR retenido por sueldos y salarios correspondiente a la nómina del mes de febrero, el cual deberás efectuar a más tardar el 17 de marzo, siguiendo los pasos antes señalados en el formulario citado, especificando la declaración como tipo “complementaria por modificación”, en la que se adicionará el ISR retenido de la nómina correspondiente al mes de febrero al monto declarado anteriormente en el campo “ISR retenido por sueldos de acuerdo a los registros del contribuyente”; y en el apartado de “Pago”, podrás disminuir el monto pagado con anterioridad realizado en la declaración de tipo “normal” de dicho mes.En caso de que el ISR a cargo por el ajuste anual lo hayas timbrado en CFDI de nómina de meses anteriores al mes de febrero, el entero podrás realizarlo de manera conjunta con las retenciones de nómina del mes de que se trate, en su caso, a través de una declaración “complementaria por modificación” de dicho mes; con la finalidad de no generar diferencias entre las retenciones de ISR timbradas y enteradas por mes en el visor de nómina del patrón."
https://www.sat.gob.mx/declaracion/80205/simulador-de-la-declaracion-de-entero-de-retenciones-por-salarios-y-asimilados-a-salarios ,¿Qué necesito para presentar las declaraciones?,Para ingresar a la declaración debes contar con tu RFC y contraseña o en su caso la e.firma.
https://www.sat.gob.mx/declaracion/80205/simulador-de-la-declaracion-de-entero-de-retenciones-por-salarios-y-asimilados-a-salarios ,¿Qué explorador se recomienda utilizar para  presentar las declaraciones?,"Chrome, Firefox, Safari y Edge."
https://www.sat.gob.mx/declaracion/80205/simulador-de-la-declaracion-de-entero-de-retenciones-por-salarios-y-asimilados-a-salarios ,¿Quiénes deben presentar estas declaraciones?,Las personas físicas que realicen pagos a sus trabajadores.
https://www.sat.gob.mx/declaracion/80205/simulador-de-la-declaracion-de-entero-de-retenciones-por-salarios-y-asimilados-a-salarios ,¿A partir de qué periodo debo presentar estas declaraciones?,"A partir del periodo de enero 2024, el cual se presenta a más tardar el 17 de febrero del mismo año."
https://www.sat.gob.mx/declaracion/26984/declaracion-mensual-en-el-servicio-de-declaraciones-y-pagos ,¿Qué es el servicio de Declaraciones y Pagos?,"Es una aplicación electrónica para que presentes tus pagos provisionales o definitivos del ISR, IVA o IEPS, incluyendo retenciones, a través de medios y formatos electrónicos, así como complementarias, extemporáneas y de corrección fiscal por medio del portal del SAT."
https://www.sat.gob.mx/declaracion/26984/declaracion-mensual-en-el-servicio-de-declaraciones-y-pagos ,¿La aplicación realiza el cálculo automático de los impuestos?,"Sí, cuando así lo elijas."
https://www.sat.gob.mx/declaracion/26984/declaracion-mensual-en-el-servicio-de-declaraciones-y-pagos ,¿Todos los contribuyentes personas físicas están obligados a utilizar el servicio de Declaraciones y Pagos?,"Sí, inclusive los que tributen en el Régimen de Incorporación Fiscal que en 2013 hubieran tributado en el Régimen Intermedio o en el Régimen de Actividades empresariales y Profesionales."
https://www.sat.gob.mx/declaracion/83668/simulador-del-visor-de-facturas-emitidas-y-recibidas ,¿Qué necesito para ingresar a consultar el visor?,Para ingresar al visor debes contar con tu RFC y contraseña o en su caso la e.firma.
https://www.sat.gob.mx/declaracion/83668/simulador-del-visor-de-facturas-emitidas-y-recibidas ,¿Qué explorador se recomienda utilizar para  consultar el visor?,"Chrome, Firefox, Safari y Edge."
https://www.sat.gob.mx/declaracion/83668/simulador-del-visor-de-facturas-emitidas-y-recibidas ,¿Quiénes pueden consultar el visor?,Las personas físicas y morales que tributan en el régimen simplificado de confianza.
https://www.sat.gob.mx/declaracion/83668/simulador-del-visor-de-facturas-emitidas-y-recibidas ,¿En el visor de facturas puedo consultar el detalle de las facturas?,"No, para ello deberás de ingresar a la consulta de facturas, disponible en el apartado de “Factura electrónica”, ubicado en la página principal del SAT."
https://www.sat.gob.mx/declaracion/27683/presenta-tu-declaracion-del-rif-a-traves-de-mis-cuentas ,¿Cómo debo presentar mis declaraciones bimestrales?,A través de la aplicación Mis cuentas
https://www.sat.gob.mx/declaracion/27683/presenta-tu-declaracion-del-rif-a-traves-de-mis-cuentas ,"Soy comerciante, ¿qué necesito para presentar mis declaraciones bimestrales en Mis cuentas?","Tu RFC, Contraseña o e.firma y el total de tus operaciones del bimestre que vas a declarar."
https://www.sat.gob.mx/declaracion/27683/presenta-tu-declaracion-del-rif-a-traves-de-mis-cuentas ,¿Qué requisitos deben tener mis gastos para considerarlos al presentar mi declaración bimestral?,Que cuentes con la factura electrónica correspondiente y sean estrictamente indispensables para realizar tu actividad.Que lo hayas pagado.
https://www.sat.gob.mx/declaracion/27683/presenta-tu-declaracion-del-rif-a-traves-de-mis-cuentas ,"Perdí el acuse de recibo de mi declaración y el formato para pago, ¿cómo los recupero?","Ingresa a Mis cuentas en el apartadoMis declaraciones, Incorporación fiscal, Consulta."
https://www.sat.gob.mx/declaracion/27683/presenta-tu-declaracion-del-rif-a-traves-de-mis-cuentas ,"Presenté mi declaración bimestral en Mis cuentas y tengo una cantidad a pagar, ¿qué necesito para  realizar el pago?",Necesitas  elFormato para Pago de Contribuciones Federalesque contienela línea de capturay realizar el pago.
https://www.sat.gob.mx/declaracion/27683/presenta-tu-declaracion-del-rif-a-traves-de-mis-cuentas ,"Presenté mi declaración bimestral en Mis cuentas y tengo una cantidad a pagar, ¿dónde realizo el pago?",Puedes realizarlo en:Ventanillade los bancos autorizados.En el portalde internet de los bancos autorizados.
https://www.sat.gob.mx/declaracion/29937/presenta-tu-declaracion-de-retenciones ,¿Qué necesito para poder ingresar a las declaraciones de plataformas tecnológicas?,Debes tener tu RFC y contraseña o en su caso la e.firma.
https://www.sat.gob.mx/declaracion/29937/presenta-tu-declaracion-de-retenciones ,¿Qué explorador se recomienda utilizar?,"Google Chrome, Firefox y Safari."
https://www.sat.gob.mx/declaracion/29937/presenta-tu-declaracion-de-retenciones ,¿Cómo sé si estoy obligado a presentar estas declaraciones?,"Si estás establecido en México y proporcionas servicios digitales de intermediación (plataformas tecnológicas, aplicaciones informáticas y similares), estarás obligado a presentar estas declaraciones."
https://www.sat.gob.mx/declaracion/87655/presenta-tu-declaracion-de-pagos- ,¿Qué necesito para poder ingresar a las declaraciones de plataformas tecnológicas?,Debes tener tu RFC y contraseña o en su caso la e.firma.
https://www.sat.gob.mx/declaracion/87655/presenta-tu-declaracion-de-pagos- ,¿Qué explorador se recomienda utilizar?,"Google Chrome, Firefox y Safari."
https://www.sat.gob.mx/declaracion/87655/presenta-tu-declaracion-de-pagos- ,¿Cómo sé si estoy obligado a presentar estas declaraciones?,"Existen dos supuestos para presentar estas declaraciones:Si tus ingresos en el ejercicio inmediato anterior por las actividades realizadas con la intermediación exceden de 300 mil pesos anuales, debes actualizar tus obligaciones y presentar estas declaraciones.Si tus ingresos en el ejercicio inmediato anterior por las actividades realizadas con la intermediación no exceden de 300 mil pesos anuales, pero recibes pagos directamente de los usuarios, debes presentar tu aviso para actualizar tus obligaciones y presentar estas declaraciones."
https://www.sat.gob.mx/declaracion/87721/presenta-tu-declaracion-informativa ,¿Qué necesito para poder ingresar a las declaraciones de plataformas tecnológicas?,Debes tener tu RFC y contraseña o en su caso la e.firma.
https://www.sat.gob.mx/declaracion/87721/presenta-tu-declaracion-informativa ,¿Qué explorador se recomienda utilizar?,"Google Chrome, Firefox y Safari."
